Bairro,Vizinho,Logradouro,Tipo,Peso,Tipo Normalizado,Id Rua,Comentário OSM
Cordeiro,Zumbi,Rua Eurico de Souza Leão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/966270822,"Modified surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Cordeiro,Iputinga,Rua Professor Evaldo Altino,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377691612,"Added unpaved to roads in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Cordeiro,Poço da Panela,Rua Professor Evaldo Altino,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377691612,"Added unpaved to roads in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1070"
Cordeiro,Santana,Rua Eurico de Souza Leão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/966270822,"Modified surfaces in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Madalena,Graças,Rua José Osório,primary,1.2,Avenida principal,https://openstreetmap.org/way/772547583,asfalto
Madalena,Derby,Rua Real da Torre,primary,1.2,Avenida principal,https://openstreetmap.org/way/821123749,Specify road smoothness
Madalena,Torre,Rua José Osório,primary,1.2,Avenida principal,https://openstreetmap.org/way/772547583,asfalto
Madalena,Ilha do Retiro,Rua Real da Torre,primary,1.2,Avenida principal,https://openstreetmap.org/way/821123749,Specify road smoothness
Madalena,Paissandu,Rua Real da Torre,primary,1.2,Avenida principal,https://openstreetmap.org/way/821123749,Specify road smoothness
Madalena,Prado,Rua Real da Torre,primary,1.2,Avenida principal,https://openstreetmap.org/way/821123749,Specify road smoothness
Torre,Graças,Rua Professor Trajano de Mendonça,primary,1.2,Avenida principal,https://openstreetmap.org/way/129894857,Specify road smoothness
Torre,Jaqueira,Rua José Bonifácio,primary,1.2,Avenida principal,https://openstreetmap.org/way/967665648,"Colocando tag de pista dupla nas vias do Plano Diretor Cicloviário, além de pequenas adições de vias em relaçeõs."
Torre,Cordeiro,Rua Professor Trajano de Mendonça,primary,1.2,Avenida principal,https://openstreetmap.org/way/129894857,Specify road smoothness
Torre,Madalena,Rua Professor Trajano de Mendonça,primary,1.2,Avenida principal,https://openstreetmap.org/way/129894857,Specify road smoothness
Madalena,Zumbi,Rua José Osório,primary,1.2,Avenida principal,https://openstreetmap.org/way/772547583,asfalto
Torre,Zumbi,Rua Professor Trajano de Mendonça,primary,1.2,Avenida principal,https://openstreetmap.org/way/129894857,Specify road smoothness
Torre,Santana,Rua José Bonifácio,primary,1.2,Avenida principal,https://openstreetmap.org/way/967665648,"Colocando tag de pista dupla nas vias do Plano Diretor Cicloviário, além de pequenas adições de vias em relaçeõs."
Zumbi,Prado,Avenida Caxangá,primary,1.2,Avenida principal,https://openstreetmap.org/way/314754243,"Colocando tag de pista dupla nas vias do Plano Diretor Cicloviário, além de pequenas adições de vias em relaçeõs."
Zumbi,Cordeiro,Rua Frei Teófilo de Virgoleta,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/158619076,"Modified lanes and removed duplicate alt_name on roads in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Zumbi,Torre,Rua Frei Teófilo de Virgoleta,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/158619076,"Modified lanes and removed duplicate alt_name on roads in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1068"
Zumbi,Madalena,Avenida Caxangá,primary,1.2,Avenida principal,https://openstreetmap.org/way/314754243,"Colocando tag de pista dupla nas vias do Plano Diretor Cicloviário, além de pequenas adições de vias em relaçeõs."
Santana,Cordeiro,Rua Amaraji,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/198106072,Aligned existing residential ways
Santana,Torre,Rua Amaraji,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/198106072,Aligned existing residential ways
Santana,Parnamirim,Rua Amaraji,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/198106072,Aligned existing residential ways
Santana,Casa Forte,Rua Samuel Farias,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/198106073,Specify surfaces
Santana,Poço da Panela,Rua Samuel Farias,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/198106073,Specify surfaces
Santana,Jaqueira,Rua Amaraji,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/198106072,Aligned existing residential ways
Alto José do Pinho,Casa Amarela,Rua Ori,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/475322300,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Alto José do Pinho,Morro da Conceição,Rua Ori,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/475322300,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Alto José do Pinho,Bomba do Hemetério,Rua Ori,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/475322300,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Alto José do Pinho,Alto Santa Teresinha,Rua Ori,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/475322300,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Alto José do Pinho,Mangabeira,Rua Ori,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/475322300,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Alto do Mandu,Casa Amarela,Rua Eliete Aguiar,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/662043286,Correção nome do logradouro conforme Prefeitura do Recife.
Alto do Mandu,Macaxeira,Rua Eliete Aguiar,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/662043286,Correção nome do logradouro conforme Prefeitura do Recife.
Alto José do Pinho,Alto José Bonifácio,Rua Ori,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/475322300,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Alto do Mandu,Monteiro,Rua Eliete Aguiar,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/662043286,Correção nome do logradouro conforme Prefeitura do Recife.
Alto do Mandu,Nova Descoberta,Rua Eliete Aguiar,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/662043286,Correção nome do logradouro conforme Prefeitura do Recife.
Casa Amarela,Tamarineira,Rua Padre Lemos,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/857404860,Inclusão de Faixa de Pedestres no centro do Recife-PE.
Alto do Mandu,Apipucos,Rua Eliete Aguiar,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/662043286,Correção nome do logradouro conforme Prefeitura do Recife.
Casa Amarela,Alto José do Pinho,Rua Taquaratinga,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/199434688,"Added lanes and adjusted classifications in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Casa Amarela,Alto do Mandu,Rua Padre Lemos,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/966515387,ruas ciclaveis
Casa Amarela,Casa Forte,Rua Padre Lemos,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/857404860,Inclusão de Faixa de Pedestres no centro do Recife-PE.
Casa Amarela,Monteiro,Rua Padre Lemos,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/966515387,ruas ciclaveis
Casa Amarela,Morro da Conceição,Rua Taquaratinga,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/199434688,"Added lanes and adjusted classifications in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Casa Amarela,Parnamirim,Rua Padre Lemos,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/857404860,Inclusão de Faixa de Pedestres no centro do Recife-PE.
Casa Amarela,Mangabeira,Rua Taquaratinga,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/199434688,"Added lanes and adjusted classifications in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Casa Amarela,Nova Descoberta,Rua Padre Lemos,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/966515387,ruas ciclaveis
Casa Amarela,Vasco da Gama,Rua Padre Lemos,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/966515387,ruas ciclaveis
Casa Forte,Santana,Rua de Casa Forte,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/197960569,resolvido aviso de problema de pontos sobrepostos
Casa Forte,Casa Amarela,Rua de Casa Forte,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/197960569,resolvido aviso de problema de pontos sobrepostos
Casa Forte,Parnamirim,Rua Jerônimo de Albuquerque,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/197960452,ruas ciclaveis
Casa Forte,Poço da Panela,Rua de Casa Forte,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/197960569,resolvido aviso de problema de pontos sobrepostos
Casa Amarela,Poço da Panela,Rua Padre Lemos,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/857404860,Inclusão de Faixa de Pedestres no centro do Recife-PE.
Iputinga,Cidade Universitária,Rua Alagoana,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199674086,Inserindo Ceps de Ruas no Bairro da Iputinga - Recife/PE Conforme CNEFE.
Iputinga,Caxangá,Rua Alagoana,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199674086,Inserindo Ceps de Ruas no Bairro da Iputinga - Recife/PE Conforme CNEFE.
Iputinga,Engenho do Meio,Rua Alagoana,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199674086,Inserindo Ceps de Ruas no Bairro da Iputinga - Recife/PE Conforme CNEFE.
Iputinga,Cordeiro,Rua Alagoana,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199674086,Inserindo Ceps de Ruas no Bairro da Iputinga - Recife/PE Conforme CNEFE.
Iputinga,Monteiro,Rua Doutor Virgínio Marquês,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199674085,"Adicionei os nomes de ruas e rodovias em Palmas, recolhei do mapa IBGE. #Kaart 2019."
Iputinga,Várzea,Rua Alagoana,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199674086,Inserindo Ceps de Ruas no Bairro da Iputinga - Recife/PE Conforme CNEFE.
Monteiro,Alto do Mandu,Rua Muniz Galvão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690559,"Removed a duplicate node and alt_names that were the same as the name in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Iputinga,Poço da Panela,Rua Doutor Virgínio Marquês,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199674085,"Adicionei os nomes de ruas e rodovias em Palmas, recolhei do mapa IBGE. #Kaart 2019."
Monteiro,Casa Amarela,Rua Muniz Galvão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690559,"Removed a duplicate node and alt_names that were the same as the name in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Monteiro,Iputinga,Rua Muniz Galvão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690559,"Removed a duplicate node and alt_names that were the same as the name in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Monteiro,Poço da Panela,Rua Muniz Galvão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690559,"Removed a duplicate node and alt_names that were the same as the name in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Monteiro,Apipucos,Rua Muniz Galvão,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690559,"Removed a duplicate node and alt_names that were the same as the name in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Morro da Conceição,Casa Amarela,Rua I tabaiana,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/1088315864,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Iputinga,Apipucos,Rua Doutor Virgínio Marquês,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/199674085,"Adicionei os nomes de ruas e rodovias em Palmas, recolhei do mapa IBGE. #Kaart 2019."
Morro da Conceição,Alto José do Pinho,Rua I tabaiana,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/1088315864,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Morro da Conceição,Vasco da Gama,Rua I tabaiana,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/1088315864,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Parnamirim,Jaqueira,Avenida Parnamirim,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/857404852,Specify road smoothness
Morro da Conceição,Alto José Bonifácio,Rua I tabaiana,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/1088315864,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Parnamirim,Casa Forte,Avenida Parnamirim,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/857404852,Specify road smoothness
Parnamirim,Tamarineira,Avenida Parnamirim,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/857404852,Specify road smoothness
Parnamirim,Santana,Avenida Parnamirim,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/857404852,Specify road smoothness
Poço da Panela,Santana,Rua Paulo Inojosa,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/378512915,Determine roads lane count
Parnamirim,Casa Amarela,Avenida Parnamirim,secondary,1.5,Avenida secundária	,https://openstreetmap.org/way/857404852,Specify road smoothness
Poço da Panela,Cordeiro,Rua dos Arcos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/246171366,Specify speed limits
Poço da Panela,Casa Forte,Rua dos Arcos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/246171366,Specify speed limits
Poço da Panela,Casa Amarela,Rua dos Arcos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/246171366,Specify speed limits
Poço da Panela,Iputinga,Rua dos Arcos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/246171366,Specify speed limits
Beberibe,Linha do Tiro,Rua Taguatinga,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/317313994,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Poço da Panela,Monteiro,Rua dos Arcos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/246171366,Specify speed limits
Beberibe,Porto da Madeira,Rua Taguatinga,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/317313994,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Beberibe,Água Fria,Rua Taguatinga,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/317313994,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Beberibe,Dois Unidos,Rua Taguatinga,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/317313994,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Bomba do Hemetério,Arruda,Rua São Gabriel,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377682940,Melhorias na Bomba do Hemetério
Bomba do Hemetério,Mangabeira,Rua São Gabriel,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377682940,Melhorias na Bomba do Hemetério
Bomba do Hemetério,Alto Santa Teresinha,Rua São Gabriel,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377682940,Melhorias na Bomba do Hemetério
Bomba do Hemetério,Alto José do Pinho,Rua São Gabriel,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377682940,Melhorias na Bomba do Hemetério
Cajueiro,Campina do Barreto,Rua Couto Soares,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/142635680,Melhorias em Cajueiro
Cajueiro,Fundão,Rua Couto Soares,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/476724740,Inserindo Cep´s nas Ruas do Bairro de Cajueiro em Recife/PE seguindo CNEFE
Bomba do Hemetério,Água Fria,Rua São Gabriel,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377682940,Melhorias na Bomba do Hemetério
Cajueiro,Porto da Madeira,Rua Maria Ramos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/142635677,Inserindo Cep´s nas Ruas do Bairro de Cajueiro em Recife/PE seguindo CNEFE
Campina do Barreto,Peixinhos,Rua dos Peixinhos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/142637688,"Adjusted geometry and added footways in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1066"
Campina do Barreto,Arruda,Rua Iguatu,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/166897918,Inserido nome Rua A
Campina do Barreto,Água Fria,Rua Iguatu,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/166897918,Inserido nome Rua A
Fundão,Cajueiro,Avenida Beberibe,primary,1.2,Avenida principal,https://openstreetmap.org/way/151272934,"Added lanes and a crossing in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Campina do Barreto,Cajueiro,Rua Iguatu,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/166897918,Inserido nome Rua A
Campina do Barreto,Fundão,Rua Iguatu,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/166897918,Inserido nome Rua A
Fundão,Porto da Madeira,Avenida Beberibe,primary,1.2,Avenida principal,https://openstreetmap.org/way/151272934,"Added lanes and a crossing in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Fundão,Campina do Barreto,Avenida Beberibe,primary,1.2,Avenida principal,https://openstreetmap.org/way/151272934,"Added lanes and a crossing in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Linha do Tiro,Alto Santa Teresinha,Rua Santa Mercedes,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222819886,Improved the alignment of secondary and residential ways
Fundão,Água Fria,Avenida Beberibe,primary,1.2,Avenida principal,https://openstreetmap.org/way/151272934,"Added lanes and a crossing in Recife, Brazil. #Kaart Ground Survey 2021 #Kaart-1069"
Linha do Tiro,Beberibe,Rua Santa Mercedes,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222819886,Improved the alignment of secondary and residential ways
Linha do Tiro,Alto José Bonifácio,Rua Santa Mercedes,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222819886,Improved the alignment of secondary and residential ways
Linha do Tiro,Água Fria,Rua Santa Mercedes,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222819886,Improved the alignment of secondary and residential ways
Linha do Tiro,Dois Unidos,Rua Santa Mercedes,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222819886,Improved the alignment of secondary and residential ways
Mangabeira,Arruda,Rua Azurita,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/908353852,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Mangabeira,Tamarineira,Rua Azurita,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/908353852,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Linha do Tiro,Brejo de Beberibe,Rua Rio Igarapé,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222819876,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Mangabeira,Bomba do Hemetério,Rua Azurita,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/908353852,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Mangabeira,Alto José do Pinho,Rua Azurita,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/908353852,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Porto da Madeira,Fundão,Rua Belo Horizonte,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/144181860,melhorias
Porto da Madeira,Beberibe,Rua Belo Horizonte,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/144181860,melhorias
Porto da Madeira,Cajueiro,Rua Belo Horizonte,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/144181860,melhorias
Mangabeira,Casa Amarela,Rua Azurita,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/908353852,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Porto da Madeira,Água Fria,Rua Belo Horizonte,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/144181860,melhorias
Alto Santa Teresinha,Alto José do Pinho,Rua Aurea,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377682920,Created residential ways and improved the alignment of exsisting residential  ways
Alto Santa Teresinha,Linha do Tiro,Rua Andricora,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/650415140,Added road names and highways in Recife retrieved from IBGE Map of Urban Areas. #Kaart 2018
Alto Santa Teresinha,Alto José Bonifácio,Rua Andricora,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/650415140,Added road names and highways in Recife retrieved from IBGE Map of Urban Areas. #Kaart 2018
Alto Santa Teresinha,Bomba do Hemetério,Rua Andricora,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/650415140,Added road names and highways in Recife retrieved from IBGE Map of Urban Areas. #Kaart 2018
Água Fria,Campina do Barreto,Rua Luiz Cerqueira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377680563,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Água Fria,Bomba do Hemetério,Rua Luiz Cerqueira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377680563,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Alto Santa Teresinha,Água Fria,Rua Andricora,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/650415140,Added road names and highways in Recife retrieved from IBGE Map of Urban Areas. #Kaart 2018
Água Fria,Arruda,Rua Luiz Cerqueira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377680563,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Água Fria,Beberibe,Rua Luiz Cerqueira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377680563,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Água Fria,Fundão,Rua Luiz Cerqueira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377680563,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Água Fria,Linha do Tiro,Rua Luiz Cerqueira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377680563,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Água Fria,Porto da Madeira,Rua Luiz Cerqueira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377680563,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Alto José Bonifácio,Alto Santa Teresinha,Rua Tejipio,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/774651319,#maproulette #AtlasChecks: Brazil - Connectivity Check / Conectividade rodoviária #kaart  #Brazil  #2022
Alto José Bonifácio,Morro da Conceição,Rua São Domingos Sávio,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/326426273,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Córrego do Jenipapo,Nova Descoberta,Rua dos Coquinhos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/243409581,Modified the alignment of residential and tertiary ways
Alto José Bonifácio,Vasco da Gama,Rua São Domingos Sávio,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/326426273,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Alto José Bonifácio,Brejo de Beberibe,Rua São Domingos Sávio,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/326426273,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Água Fria,Alto Santa Teresinha,Rua Luiz Cerqueira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377680563,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Córrego do Jenipapo,Macaxeira,Rua dos Coquinhos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/243409581,Modified the alignment of residential and tertiary ways
Alto José Bonifácio,Alto José do Pinho,Rua São Domingos Sávio,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/326426273,Inclusion of Street Names in the City of Recife/PE - Brasil - #kaart #2022 #Brasil  #maproulette
Alto José Bonifácio,Linha do Tiro,Rua Tejipio,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/774651319,#maproulette #AtlasChecks: Brazil - Connectivity Check / Conectividade rodoviária #kaart  #Brazil  #2022
Córrego do Jenipapo,Apipucos,Rua dos Coquinhos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/243409581,Modified the alignment of residential and tertiary ways
Córrego do Jenipapo,Dois Irmãos,Rua dos Coquinhos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/243409581,Modified the alignment of residential and tertiary ways
Córrego do Jenipapo,Brejo da Guabiraba,Rua dos Coquinhos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/243409581,Modified the alignment of residential and tertiary ways
Córrego do Jenipapo,Guabiraba,Rua dos Coquinhos,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/243409581,Modified the alignment of residential and tertiary ways
Macaxeira,Alto do Mandu,Rua Maria Cândida,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/243741218,"inclusão de area verde, correção de caminho, inclusão de casas no bairro do corrego do jenipapo, recife/PE #UMBRAOSM #Mapatona #SenamaSoftwarelivreBrasil2024"
Macaxeira,Córrego do Jenipapo,Rua Maria Cândida,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/243741218,"inclusão de area verde, correção de caminho, inclusão de casas no bairro do corrego do jenipapo, recife/PE #UMBRAOSM #Mapatona #SenamaSoftwarelivreBrasil2024"
Macaxeira,Nova Descoberta,Rua Nova Iguaçu,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/222816832,Modified the alignment of residential and tertiary ways
Macaxeira,Apipucos,Rua Maria Cândida,tertiary,1.8,Rua de ligação / Coletora local,https://openstreetmap.org/way/243741218,"inclusão de area verde, correção de caminho, inclusão de casas no bairro do corrego do jenipapo, recife/PE #UMBRAOSM #Mapatona #SenamaSoftwarelivreBrasil2024"
Nova Descoberta,Macaxeira,Rua Alto da Brasileira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690522,"#hotosm-project-17634 Mapeamento de Edifícios, Estradas e Área Verdes #MovimentoSoftwareLivre2024 #UmbraOsm #colaborativas"
Nova Descoberta,Alto do Mandu,Rua Alto da Brasileira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690522,"#hotosm-project-17634 Mapeamento de Edifícios, Estradas e Área Verdes #MovimentoSoftwareLivre2024 #UmbraOsm #colaborativas"
Nova Descoberta,Casa Amarela,Rua Alto da Brasileira,residential,2.0,Rua local / de bairro	,https://openstreetmap.org/way/377690522,"#hotosm-project-17634 Mapeamento de Edifícios, Estradas e Área Verdes #MovimentoSoftwareLivre2024 #UmbraOsm #colaborativas"
